image_path,label,class_name,width,height,mode,file_name,is_double_knee_candidate
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (1).png,0,0Normal,300,162,RGB,NormalG0 (1).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (10).png,0,0Normal,300,162,RGB,NormalG0 (10).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (100).png,0,0Normal,300,162,RGB,NormalG0 (100).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (101).png,0,0Normal,300,162,RGB,NormalG0 (101).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (102).png,0,0Normal,300,162,RGB,NormalG0 (102).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (103).png,0,0Normal,300,162,RGB,NormalG0 (103).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (104).png,0,0Normal,300,162,RGB,NormalG0 (104).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (105).png,0,0Normal,300,162,RGB,NormalG0 (105).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (106).png,0,0Normal,300,162,RGB,NormalG0 (106).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (107).png,0,0Normal,300,162,RGB,NormalG0 (107).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (108).png,0,0Normal,300,162,RGB,NormalG0 (108).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (109).png,0,0Normal,300,162,RGB,NormalG0 (109).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (11).png,0,0Normal,300,162,RGB,NormalG0 (11).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (110).png,0,0Normal,300,162,RGB,NormalG0 (110).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (111).png,0,0Normal,300,162,RGB,NormalG0 (111).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (112).png,0,0Normal,300,162,RGB,NormalG0 (112).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (113).png,0,0Normal,300,162,RGB,NormalG0 (113).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (114).png,0,0Normal,300,162,RGB,NormalG0 (114).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (115).png,0,0Normal,300,162,RGB,NormalG0 (115).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (116).png,0,0Normal,300,162,RGB,NormalG0 (116).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (117).png,0,0Normal,300,162,RGB,NormalG0 (117).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (118).png,0,0Normal,300,162,RGB,NormalG0 (118).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (119).png,0,0Normal,300,162,RGB,NormalG0 (119).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (12).png,0,0Normal,300,162,RGB,NormalG0 (12).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (120).png,0,0Normal,300,162,RGB,NormalG0 (120).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (121).png,0,0Normal,300,162,RGB,NormalG0 (121).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (122).png,0,0Normal,300,162,RGB,NormalG0 (122).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (123).png,0,0Normal,300,162,RGB,NormalG0 (123).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (124).png,0,0Normal,300,162,RGB,NormalG0 (124).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (125).png,0,0Normal,300,162,RGB,NormalG0 (125).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (126).png,0,0Normal,300,162,RGB,NormalG0 (126).png,False
C:\Users\Lv043\OneDrive\Desktop\760proj\760-Group1\data\raw\Digital Knee X-ray Images\MedicalExpert-I\0Normal\NormalG0 (127).png,0,0Normal,300,162,RGB,NormalG0 (127).png,False
